Date,AAPL,GOOG,MSFT,GS,INTC,MS,BAC,C
2009-03-19,13.013653,163.903961,13.701517,88.824005,11.415613,18.791973000000002,6.472624,25.223225
2009-03-20,13.009811000000001,164.01324499999998,13.637570000000002,87.052902,11.038859,18.077444,5.781462,25.417248
2009-03-23,13.787147000000001,173.173676,14.65279,100.121567,11.694410000000001,21.819767000000002,7.285203,30.36488
2009-03-24,13.638594,172.463287,14.333035,98.93184699999999,11.302588,22.436045,6.743482000000001,29.200733000000003
2009-03-25,13.637314000000002,170.92330900000002,14.293071,101.033958,11.257377,23.141634,7.191802,28.61866
2009-03-26,14.070163,175.503525,15.052491,100.175247,11.920461,22.90941,7.079725,27.260487
2009-03-27,13.683418,172.726578,14.492914,96.67774200000001,11.619060000000001,21.748307999999998,6.855563,25.417248
2009-03-30,13.381192,170.237762,13.973310999999999,89.861649,11.091607000000002,19.765503,5.632022,22.409863
2009-03-31,13.461870999999999,172.90541100000002,14.68477,94.83506,11.32519,20.337124,6.369882,24.544134
2009-04-01,13.919051000000001,175.90094,15.436191,98.654579,11.32519,21.194554999999998,6.584703,25.999321
2009-04-02,14.433860999999998,180.078766,15.420207000000001,102.169975,11.830042,20.640801999999997,6.762161999999999,26.581394
2009-04-03,14.853905,183.69523600000002,14.988534,106.80349,12.018419,21.489294,7.098402,27.648531
2009-04-06,15.168937,182.930222,14.996531,104.34362800000001,11.950603,20.819430999999998,6.986324000000001,26.387377
2009-04-07,14.727122,178.166199,14.996531,103.83375500000001,11.641668,20.828363,6.874242,26.775425
2009-04-08,14.896162,179.830383,15.340269000000001,102.64407299999999,11.506035,20.265678,6.594044,26.193351999999997
2009-04-09,15.312363000000001,185.046448,15.723972,111.213371,12.041022,22.641468,8.919701,29.491770000000002
2009-04-13,15.3956,187.833328,15.660020000000001,116.419357,12.041022,24.016924,10.292686,36.864712
2009-04-14,15.151007,183.263046,15.468164000000002,102.966087,12.063627,21.140966,9.424066,38.90197
2009-04-15,15.065204000000001,188.52383400000002,15.052491,108.404655,11.769763000000001,20.944479,9.750964,38.513923999999996
2009-04-16,15.553120999999999,193.11398300000002,15.795917999999999,108.404655,11.973208999999999,21.408915,9.657567,38.90197
2009-04-17,15.805401999999999,194.852676,15.348260999999999,107.8769,11.754692,22.328863000000002,9.900406,35.409515
2009-04-20,15.431462,188.424484,14.876624,102.876648,11.302588,21.006994,7.490684,28.521643
2009-04-21,15.592818,189.50247199999998,15.164398,107.662231,11.573851,22.016257999999997,8.181844,31.432014000000002
2009-04-22,15.560803,190.689743,15.012519000000001,107.778488,11.807436000000001,20.042385,7.7148449999999995,31.52903
2009-04-23,16.058968,191.10206599999998,15.124433999999999,109.853752,11.701948,19.613668,8.237881,31.043962
2009-04-24,15.866874,193.486557,16.715216,108.50305900000001,11.769763000000001,19.613668,8.499406,30.946955
2009-04-27,15.973163000000001,191.727997,16.307529000000002,108.145241,11.513571,18.988466,8.331286,29.782804
2009-04-28,15.866874,190.61523400000002,15.931811999999999,107.93951399999999,11.340263,18.887220000000003,7.612102,28.036572999999997
2009-04-29,16.025667000000002,194.470154,16.187618,113.76271100000001,11.566314,20.670214,8.107123,30.267864000000003
2009-04-30,16.114029000000002,196.705612,16.195614000000003,114.943481,11.890324,21.180923,8.340624,29.588781
2009-05-01,16.294603,195.572983,16.179625,113.673271,11.912927,23.134155,8.125802,28.812683000000003
2009-05-04,16.913137,199.69120800000002,16.139664,120.006371,12.553407,24.209324,9.694922,31.043962
2009-05-05,16.995098000000002,200.192932,15.8199,120.93663799999999,12.279845,24.379564000000002,10.124564,32.111111
2009-05-06,16.968204,200.43138100000002,15.8199,124.532501,12.249452999999999,25.544332999999998,11.852463,37.446789
2009-05-07,16.527672,197.023544,15.444185000000001,119.621696,11.98349,24.316848999999998,12.618345,36.96172
2009-05-08,16.544319,202.34892299999998,15.524132,124.863495,11.618742999999998,25.266588,13.234786999999999,38.998981
2009-05-11,16.592980999999998,202.67181399999998,15.444185000000001,121.455421,11.679530999999999,23.358152,12.085967,37.446789
2009-05-12,15.933463,198.21579,15.899837,121.124496,11.557948,23.671743,11.450845,35.506535
2009-05-13,15.302117,193.51139799999999,15.787927,115.623283,11.497161,22.489048,10.283342999999999,33.081234
2009-05-14,15.74521,192.497986,16.035736,119.505424,11.808716,23.806141,10.563546,34.4394
2009-05-15,15.677337,193.739914,16.163639,120.221024,11.542753,23.411903,9.965783,33.760315000000006
2009-05-18,16.219044,197.137802,16.467403,128.047913,11.793517,25.338264000000002,10.955828,35.312511
2009-05-19,16.321489,198.15121499999998,16.33869,126.258896,11.892302,25.902727,10.507503999999999,36.573669
2009-05-20,16.119158,197.306717,16.395001999999998,122.045845,11.839108999999999,25.087387,10.731667999999999,35.797573
2009-05-21,15.902726999999999,196.968903,15.944501,123.005371,11.535153999999999,25.168022,10.656939999999999,36.088612
2009-05-22,15.687586999999999,195.478607,15.888193,122.278976,11.436369000000001,25.293460999999997,10.339387,35.603558
2009-05-26,16.747938,200.873505,16.362823000000002,127.390778,11.763117,26.001286999999998,10.255322,36.573669
2009-05-27,17.038643,201.469635,16.193892,125.561264,11.747921,25.63393,10.189944,35.894588
2009-05-28,17.297325,203.87399299999998,16.451315,129.722397,11.945497,26.368640999999997,10.554203999999999,35.603558
2009-05-29,17.392088,207.266922,16.805283,129.650681,11.945497,27.166058000000003,10.526183999999999,36.088612
2009-06-01,17.84543,211.901779,17.215559,129.43545500000002,12.538205,26.780783000000003,10.470145,35.797573
2009-06-02,17.863356,212.815842,17.215559,128.359329,12.302644,26.959982,10.656939999999999,34.051338
2009-06-03,18.050327,214.430344,17.48103,127.4804,12.11267,26.628469,10.479326,32.887207000000004
2009-06-04,18.407618,218.71745299999998,17.56148,134.04501299999998,12.257049,27.954517,11.096309,34.63343
2009-06-05,18.526722,220.72439599999998,17.81086,133.63249199999998,12.097472999999999,27.748444,11.086963,33.566296
2009-06-08,18.421707,217.967331,17.738457,133.04058799999999,12.097472999999999,28.124756,11.273926,33.178242
2009-06-09,18.277,216.402512,17.762598,133.90155,12.477416999999999,27.757401,11.273926,33.081234
2009-06-10,17.960686,214.902267,18.140694,131.542923,12.507813,26.216321999999998,11.199138,33.760315000000006
2009-06-11,17.922262,213.11390699999998,18.365942,130.170822,12.424224,26.422392,12.124609,33.760315000000006
2009-06-12,17.540638,211.047348,18.768176999999998,130.610275,12.393827,26.610547999999998,12.825727,33.6633
2009-06-15,17.427951999999998,207.038422,18.84058,128.251694,12.143064,25.44578,12.461143,32.693176
2009-06-16,17.461246,206.655899,18.864716,129.28302,12.051879,25.176989000000003,11.900257,31.52903
2009-06-17,17.362633,206.238617,19.04974,125.310181,12.264648,24.621477,11.498282000000001,29.879815999999998
2009-06-18,17.401052,205.692169,18.904938,128.323395,12.059478,25.114262,12.059174,30.36488
2009-06-19,17.862078,208.68768300000002,19.363482,128.359329,12.165861,25.329302,12.358317999999999,30.752934999999997
2009-06-22,17.591866,202.358856,18.727957,122.870804,11.915098,23.859896,11.161747,29.103721999999998
2009-06-23,17.161585000000002,201.529251,18.776215,126.619522,12.013886,24.81859,11.432846000000001,29.200733000000003
2009-06-24,17.444592999999998,203.322586,18.880802,127.928802,12.234253,24.773794,11.545023,29.491770000000002
2009-06-25,17.91074,206.541641,19.138229,129.525116,12.393827,24.970909,11.545023,29.394753
2009-06-26,18.241144,211.28579700000003,18.784262,131.596771,12.378633,25.642897,11.91895,29.394753
2009-06-29,18.180951999999998,210.6996,19.194546,133.946365,12.447021000000001,26.072964000000002,12.330269,29.297745000000003
2009-06-30,18.239857,209.43284599999998,19.122147000000002,132.224548,12.576203,25.544332999999998,12.33962,28.812683000000003
2009-07-01,18.29109,208.14123500000002,19.339344,132.11686699999998,12.948552000000001,25.409939,12.199399,28.812683000000003
2009-07-02,17.931227,202.925171,18.80036,128.682129,12.705386,24.182447,11.816123,27.939567999999998
2009-07-06,17.75066,203.481552,18.663595,131.345627,12.568605999999999,24.057016,11.358058,27.066461999999998
2009-07-07,17.339585999999997,197.033493,18.124605,127.830193,12.348235,23.429832,11.358058,26.096334
2009-07-08,17.572654999999997,199.94455,18.148741,124.25196100000001,12.11267,22.847439,11.068267,25.417248
2009-07-09,17.462523,203.869034,18.0522,128.43103,12.173461999999999,23.187912,11.189791,26.096334
2009-07-10,17.73914,205.861069,18.011978,127.229317,12.188661,23.241673000000002,11.105659,25.126215
2009-07-13,18.228333,210.779083,18.687731,134.018066,12.530609,25.00675,12.143305999999999,26.969444
2009-07-14,18.219364000000002,210.97282400000003,18.591194,134.215424,12.788975,24.979866,12.068522,28.327623
2009-07-15,18.809738,217.66926600000002,19.403704,139.237442,13.716042999999999,25.804169,12.54528,30.752934999999997
2009-07-16,18.891695000000002,219.86996499999998,19.661131,140.654434,14.05799,25.58914,12.311574,29.394753
2009-07-17,19.433397,213.734863,19.540461999999998,140.654434,14.278357999999999,25.078429999999997,12.049828,29.297745000000003
2009-07-20,19.581947,213.69511400000002,19.733538,143.515244,14.361949,25.392023000000002,11.442194,27.066461999999998
2009-07-21,19.402662,212.56745899999999,19.974878,143.30896,14.361949,24.693154999999997,11.395453999999999,25.708284
2009-07-22,20.072423999999998,212.46313500000002,19.950735,143.900879,14.544325,24.675235999999998,11.432846000000001,27.163469
2009-07-23,20.210732999999998,217.256958,20.562134,148.3759,14.802686999999999,25.571218,11.862864,26.872438
2009-07-24,20.488626,221.91664100000003,18.864716,147.72122199999998,14.7115,25.31138,11.694593,26.484383
2009-07-27,20.502714,220.96284500000002,18.591194,146.958954,14.795091000000001,25.132179,12.23679,26.096334
2009-07-28,20.489910000000002,218.503845,18.880802,143.972626,14.719103,24.576677,12.470496,28.812683000000003
2009-07-29,20.493745999999998,216.71051,19.146273,142.98616,14.7419,24.379208,12.638763,31.237996999999996
2009-07-30,20.847198000000002,221.380142,19.154318,145.6586,14.688701000000002,25.456343,13.059429,30.461893
2009-07-31,20.924038,220.09350600000002,18.921026,146.447754,14.627915,25.582012,13.825982000000002,30.752934999999997
2009-08-03,21.313345,224.64390600000002,19.17041,147.165207,14.719103,26.309074,14.321438,30.849937
2009-08-04,21.200651,225.399002,19.122147000000002,148.124771,14.681104999999999,26.991262,14.620581,31.52903
2009-08-05,21.144302,224.112366,19.154318,151.236694,14.436166,27.870926,15.574095000000002,34.73045
2009-08-06,20.990629000000002,223.72488399999997,18.872757,149.54174799999998,14.313694,27.422119,15.611487,36.864712
2009-08-07,21.195528,227.07310499999997,18.953201,146.761642,14.160604000000001,28.023518,15.349739999999999,37.349777
2009-08-10,21.094357000000002,226.829697,18.84058,143.811172,14.359617000000002,27.673452,15.592792999999999,38.222878
2009-08-11,20.852320000000002,225.503311,18.607283,142.788834,14.267766,26.829690999999997,14.816892000000001,35.797573
2009-08-12,21.169916,227.80831899999998,18.92907,146.860306,14.397892,26.910479,14.891679000000002,38.610935
2009-08-13,21.568188,229.64637799999997,19.001473999999998,147.506027,14.581596,26.820715000000003,15.891935,39.387028
2009-08-14,21.358164000000002,228.513733,19.057782999999997,145.936554,14.367276,26.739935,16.256517000000002,39.193012
2009-08-17,20.437403,221.00755299999997,18.703819,141.022156,14.122334,25.617910000000002,15.480614000000001,38.804970000000004
2009-08-18,21.002157,221.201294,19.075951,143.918823,14.367276,25.83334,15.79845,40.163139
2009-08-19,21.078991000000002,220.55053700000002,19.132579999999997,143.425568,14.390235999999998,25.878216000000002,15.658230999999999,40.066132
2009-08-20,21.300541,228.71740699999998,19.148764,145.577896,14.321345,26.353958000000002,16.02281,43.461548
2009-08-21,21.670645,231.116806,19.747414000000003,146.952957,14.459125,26.650171000000004,16.321947,45.595821
2009-08-24,21.650152,232.850525,19.933481,146.117126,14.359617000000002,26.614265000000003,16.219126,46.759983
2009-08-25,21.693699,234.16200299999997,19.933481,148.238159,14.619864999999999,27.098982,16.593052,46.080883
2009-08-26,21.438847,232.487885,19.860670000000002,149.145905,14.872463,26.506548,16.630442000000002,44.916748
2009-08-27,21.700096,231.52415499999998,19.973928,148.31002800000002,14.903085999999998,26.784810999999998,16.751965,48.991261
2009-08-28,21.776932000000002,230.873398,19.965843,147.770828,15.500122,26.4886,16.80806,50.73748
2009-08-31,21.541294,229.343338,19.941576,148.70553600000002,15.553706,25.994913,16.443479999999997,48.506195
2009-09-01,21.168638,226.40743999999998,19.41573,143.95117199999999,15.094441,24.639515,15.387129000000002,44.043621
2009-09-02,21.153271,225.04132099999998,19.302471,142.486206,14.903085999999998,24.316376,15.218765,44.237644
2009-09-03,21.328714,227.281754,19.504717000000003,145.29028300000002,14.86481,24.819035999999997,15.751935000000001,46.274902000000004
2009-09-04,21.810229999999997,229.15953100000002,19.917307,146.467651,15.033204999999999,24.819035999999997,15.985782999999998,47.051006
2009-09-08,22.14575,227.82820099999998,20.079102,150.287308,15.155678,24.95368,15.920304999999999,45.401806
2009-09-09,21.916519,230.485916,20.046741,153.02844199999998,15.255182999999999,25.626884,15.939012,45.207775
2009-09-10,22.098364,233.948395,20.224718,157.162613,15.125053,25.707674,16.10738,46.080883
2009-09-11,22.047144,234.54451,20.11146,157.009888,14.933698000000001,25.869246,15.873535999999998,44.722713
2009-09-14,22.246914,236.024887,20.224718,159.71508799999998,14.818879,25.80641,15.892242000000001,43.849609
2009-09-15,22.431334,237.227066,20.38652,158.771362,14.964317000000001,25.797432,15.705166,39.969116
2009-09-16,23.290617,242.567337,20.38652,161.656326,15.040857999999998,27.063072,16.135439,40.745216
2009-09-17,23.633827,244.27125499999997,20.467419,163.085358,14.85716,27.870926,16.472182999999998,42.879490000000004
2009-09-18,23.694019,244.14209,20.435057,164.631195,14.97197,28.167135,16.490891,41.327282000000004
2009-09-21,23.565956,246.894196,20.467419,163.921127,14.956664000000002,28.373590000000004,16.135439,42.976501
2009-09-22,23.624865,247.917542,20.847637,166.734222,14.949010000000001,29.603323,16.472182999999998,45.110775
2009-09-23,23.755489,247.619476,20.799097,165.044601,15.216902,28.750582,16.369287,43.849609
2009-09-24,23.540342000000003,246.779938,20.985167,164.5233,14.956664000000002,27.583685,15.882887,42.976501
2009-09-25,23.354654,244.648788,20.669660999999998,161.323792,14.82654,27.422119,15.527441,42.491428000000006
2009-09-28,23.838728,247.654251,20.896176999999998,164.020004,15.109748000000002,28.050441999999997,16.10738,44.334656
2009-09-29,23.740118,247.654251,20.831459,164.990677,14.910735,27.906832,16.051254,45.595821
2009-09-30,23.736279,246.32290600000002,20.807192,165.682678,14.979629999999998,27.718332,15.826770000000002,46.953995
2009-10-01,23.161282999999997,242.025848,20.127644,160.865448,14.466779999999998,26.811745000000002,15.162638000000001,43.946609
2009-10-02,23.678654,240.724319,20.192364,161.422653,14.520361999999999,26.443716,15.284235999999998,43.849609
2009-10-05,23.822075,242.68159500000002,19.933481,167.588043,14.619864999999999,26.784810999999998,15.864175,45.304787
2009-10-06,24.333046,247.758575,20.313705,168.04634099999998,15.02555,27.637548,15.901594000000001,45.304787
2009-10-07,24.363779,257.097839,20.305616,171.19194,15.117404,27.969666999999998,16.228983,45.013756
2009-10-08,24.238279000000002,255.42867999999999,20.766741,169.11586,15.216902,28.669802,16.210279,45.110775
2009-10-09,24.391953,256.457001,20.669660999999998,170.131424,15.438885,28.804440999999997,16.369287,44.916748
2009-10-12,24.435497,260.326813,20.807192,170.895386,15.614944,28.508226,16.86504,46.274902000000004
2009-10-13,24.334328,261.355133,20.880001,168.271057,15.683831,27.951712,16.659256,46.856991
2009-10-14,24.496964000000002,265.930389,21.001348,172.80969199999998,15.944076,29.468674,17.388857,48.506195
2009-10-15,24.403485999999997,263.242859,21.608083999999998,169.529282,15.82161,29.360964000000003,16.930525,46.080883
2009-10-16,24.082043,273.148438,21.4382,165.70065300000002,15.446543,29.612295,16.144796,44.528690000000005
2009-10-19,24.313839,274.2612,21.324945,166.716293,15.622588,29.720013,16.051254,44.043621
2009-10-20,25.453587,274.07739300000003,21.333033,166.23095700000002,15.446543,29.190410999999997,15.910948000000001,42.976501
2009-10-21,26.242449,273.769409,21.50292,161.108124,15.201604000000001,30.590698,15.443254999999999,42.879490000000004
2009-10-22,26.278305,275.25473,21.511009,165.089554,15.400616000000001,32.080727,15.452612,43.267525
2009-10-23,26.116945,275.05602999999996,22.667866,162.09674099999998,15.140363,31.416497999999997,15.171997,43.267525
2009-10-26,25.929979,275.314331,23.201795999999998,161.20694,15.17864,31.236971,14.404975,41.424296999999996
2009-10-27,25.275582999999997,272.37347400000004,23.128989999999998,160.523926,15.109748000000002,30.617621999999997,14.451742999999999,41.424296999999996
2009-10-28,24.639114000000003,268.40429700000004,22.667866,154.727051,14.566289999999999,29.0445,14.040173999999999,39.581051
2009-10-29,25.144962,273.744568,22.82966,160.496964,14.711719,30.267038,14.713653,41.81234
2009-10-30,24.139677,266.327789,22.433258,152.938583,14.627524,28.873693,13.637955999999999,39.678082
2009-11-02,24.243406,265.269684,22.554604,153.39691200000001,14.550981,28.747845,13.684731,38.707954
2009-11-03,24.171685999999998,266.909027,22.271465,154.232773,14.160604000000001,28.891671999999996,13.843742,39.193012
2009-11-04,24.435497,268.419189,22.700224,152.336411,14.338004000000002,28.298379999999998,13.750202999999999,38.513923999999996
2009-11-05,24.847855,272.552307,23.031907999999998,155.841492,14.569382000000001,29.143381,14.152422,39.387028
2009-11-06,24.88755,273.769409,23.072359,154.38551299999997,14.600232,29.305178,14.077589000000001,39.387028
2009-11-09,25.799356,279.437531,23.452581,158.690521,15.00901,30.51874,14.75107,40.648196999999996
2009-11-10,25.994009,281.548798,23.468764999999998,158.636612,15.039859,30.294012,14.994271,40.551182
2009-11-11,26.028586999999998,283.436523,23.557751,161.638351,15.302091,30.338955,15.368425,40.357159
2009-11-12,25.867229000000002,282.090271,23.751904999999997,160.40708899999998,15.178685999999999,29.673748,15.022329999999998,39.387028
2009-11-13,26.182259,284.17669700000005,23.970335000000002,158.86123700000002,15.286664000000002,29.745668,14.947498999999999,39.290024
2009-11-16,26.461437,286.278046,23.897522,159.30161999999999,15.602892,30.770452000000002,14.844606,40.551182
2009-11-17,26.508817999999998,286.87912,24.376938,158.717438,15.672305,30.087253999999998,14.75107,41.133255
2009-11-18,26.375631,286.46185299999996,24.466317999999998,158.987091,15.518053,29.961403000000004,15.293591000000001,41.618324
2009-11-19,25.677694,284.643677,24.198175,155.329208,14.885606,29.0445,15.041042000000001,41.327282000000004
2009-11-20,25.602137,283.138458,24.068163000000002,152.794739,14.839328,28.855717,15.050391000000001,40.745216
2009-11-23,26.365387,289.293427,24.328186,154.583267,14.962729999999999,29.323164000000002,15.237467,41.521305
2009-11-24,26.180979,289.661041,24.303804,153.801346,14.955019,28.873693,15.059748,40.842228000000006
2009-11-25,26.148968,290.97747799999996,24.206297,151.815109,14.916456,28.24444,14.919437,40.454163
2009-11-27,25.687944,288.006805,23.743137,147.53714,14.739061999999999,27.426410999999998,14.470453,39.387028
2009-11-30,25.600855,289.616333,23.89752,152.805984,14.808478,28.388271000000003,14.825898,39.872097
2009-12-01,25.224354,293.029114,24.385063,150.977631,15.163260999999999,28.334336999999998,14.872666,39.775089
2009-12-02,25.129593,291.85675,24.198175,150.104019,15.209537,27.507322,14.648035,39.775089
2009-12-03,25.16161,290.97747799999996,24.238802,147.978424,15.325234,27.147745,14.750993,39.290024
2009-12-04,24.756933,290.61483799999996,24.360687,150.626404,15.780284,27.839926000000002,15.2377,39.387028
2009-12-07,24.1973,291.230835,24.206297,147.57312,15.710866000000001,27.309549,14.872667000000002,39.096001
2009-12-08,24.315115,291.628235,24.027538,145.76281699999998,15.417785,27.102802,14.423401,37.931843
2009-12-09,25.330648,292.606873,24.141293,149.905853,15.433212,27.282587,14.404685999999998,37.446789
2009-12-10,25.155205,293.838867,24.271309,150.16708400000002,15.541185999999998,27.174716999999998,14.236203,37.543789000000004
2009-12-11,24.929807999999998,293.347046,24.255054,149.50958300000002,15.348370999999998,26.770190999999997,14.629316000000001,38.319897
2009-12-14,25.225637,295.940186,24.466317999999998,149.599655,15.410070999999999,27.120773,14.629316000000001,35.894588
2009-12-15,24.865783999999998,294.653564,24.393188000000002,146.573456,15.271238,26.833116999999998,14.217483999999999,34.536411
2009-12-16,24.975916,296.948639,24.458197,148.59991499999998,14.947308999999999,27.2736,14.301723,33.46928
2009-12-17,24.569962,295.050964,24.051916000000002,144.943207,14.708209,26.176897,13.908610999999999,31.043962
2009-12-18,25.027142,296.282959,24.66946,146.978745,15.140123999999998,26.257803000000003,14.067729,32.984215
2009-12-21,25.385717,297.40567000000004,24.799477,149.014175,15.494916,26.662331,14.301723,33.178242
2009-12-22,25.658489000000003,298.617767,25.043242000000003,148.248627,15.456351000000002,26.608390999999997,14.348522,32.402138
2009-12-23,25.881313000000002,303.863647,25.124498000000003,147.374985,15.502625,26.437590000000004,14.217483999999999,31.91708
2009-12-24,26.770066999999997,307.24169900000004,25.189503,147.68121299999999,15.680017999999999,26.608390999999997,14.273643,32.499153
2009-12-28,27.099184,309.42251600000003,25.327641,147.492096,15.656878,26.329714000000003,14.311082,32.887207000000004
2009-12-29,26.77775,307.69872999999995,25.506407,147.81634499999998,15.734003,26.455565999999997,14.151967,32.693176
2009-12-30,27.103023999999998,309.35296600000004,25.157001,150.14001499999998,15.880548000000001,26.509503999999996,14.105167999999999,32.208118
2009-12-31,26.986492,307.986847,24.766968,152.067505,15.734003,26.608390999999997,14.095809,32.111111
2010-01-04,27.406532000000002,311.34997599999997,25.148876,155.8862,16.104221,27.785991999999997,14.685472,32.984215
2010-01-05,27.453915000000002,309.978882,25.157001,158.642273,16.096504,28.801786,15.162822,34.24538
2010-01-06,27.017222999999998,302.164703,25.002610999999998,156.949036,16.042514999999998,29.170345,15.340657,35.312511
2010-01-07,26.967278000000004,295.13046299999996,24.742592000000002,160.02027900000002,15.888257000000001,29.592841999999997,15.846086999999999,35.409515
2010-01-08,27.146565999999996,299.06487999999996,24.913232999999998,156.994049,16.065655,28.990557,15.705688,34.827453999999996
2010-01-11,26.907093,298.612823,24.596332999999998,154.517258,16.158215,28.801786,15.846086999999999,35.215503999999996
2010-01-12,26.601022999999998,293.332153,24.433821,151.14883400000002,15.895976999999998,27.983749,15.312579000000001,34.148373
2010-01-13,26.976244,291.648102,24.661339,152.27465800000002,16.165922,28.100613,15.555933,33.954346
