Date,IBM,TXN,CSCO,QCOM,ORCL,NOK,AMAT
2009-03-26,79.467186,14.087472,14.195762,32.166229,16.81735,8.189808,9.672227000000001
2009-03-27,75.742401,13.892714999999999,13.900529999999998,31.678115999999996,16.214160999999997,7.979985000000001,9.347599
2009-03-30,76.04008499999999,13.324675,13.375669,30.80765,15.899065,7.614491,8.873145
2009-03-31,77.946709,13.397704999999998,13.752913000000001,31.653708,16.268181,7.898764,8.948058
2009-04-01,78.525932,13.186717000000002,14.318772000000001,32.280109,16.727327,8.196576,8.956381
2009-04-02,81.108337,13.365243,14.876432000000001,33.606125,16.943392000000003,8.920799,9.522399
2009-04-03,82.234634,13.762877,14.892833,33.508503000000005,17.366529,8.907261,9.83038
2009-04-06,81.703621,13.397704999999998,14.376183,33.077343,17.249189,8.995251,9.622283
2009-04-07,79.443024,13.275982,13.818520999999999,32.019794,16.734686,8.555303,8.781581
2009-04-08,81.406006,13.624922,14.048145000000002,32.719409999999996,16.761770000000002,8.974946000000001,8.948058
2009-04-09,81.816277,13.990092,14.614007999999998,33.882729,17.249189,9.340442,9.530725
2009-04-13,80.408417,13.93329,14.671412,33.256325,17.204058,9.496115,9.580666
2009-04-14,79.861374,14.063129,14.704215,33.191235,17.032557999999998,9.340442,9.788763000000001
2009-04-15,79.52350600000001,13.803448999999999,14.400781,33.272591,16.779825,9.042631,9.514075
2009-04-16,81.599083,14.444529999999999,14.827229999999998,33.87458,17.312366,10.071432000000001,9.847025
2009-04-17,81.47036,14.582479999999999,14.753423000000002,33.337669,17.204058,10.132348,9.921939
2009-04-20,80.794601,14.055012,14.195762,32.239429,16.987431,9.719474,9.264362
2009-04-21,82.307037,13.884599,14.507391,32.760075,17.62829,10.08497,9.364248
2009-04-22,82.50009200000001,14.322802,14.302375,32.638054,17.465818,9.902221,9.663903
2009-04-23,81.59101899999999,14.071239000000002,14.449991,33.134296,17.763687,10.017285000000001,9.530725
2009-04-24,80.513008,14.509445000000001,15.106063,33.646793,17.862976,9.83878,9.738817999999998
2009-04-27,80.408417,14.176735,15.065054,35.119254999999995,17.844927,9.473339999999999,9.647256
2009-04-28,82.009346,13.882748999999999,15.311079000000001,34.362694,17.817844,9.26251,9.497428
2009-04-29,83.698769,14.19307,15.786732999999998,35.046051,17.691473000000002,9.761477000000001,9.647256
2009-04-30,83.031052,14.748377,15.844144,34.427769,17.456791,9.937169,10.163332
2009-05-01,84.157349,14.65855,16.057362,34.704369,17.456791,10.049612,10.138358
2009-05-04,85.42842900000001,14.993366,15.991753,35.265685999999995,17.122822,10.836715,10.621136
2009-05-05,85.154892,14.585052,16.098372,35.379581,17.158926,10.351802000000001,10.31316
2009-05-06,84.605011,14.952539000000002,16.081968,35.574829,17.204058,10.66805,10.554544
2009-05-07,82.963341,14.356395000000001,15.540707999999999,34.444057,16.626375,10.169083,9.863675
2009-05-08,82.07382199999999,14.127742999999999,15.360294,33.996613,16.536112,10.365859,9.89697
2009-05-11,83.214043,14.095072,15.261876999999998,34.102371000000005,16.752741,10.070694999999999,9.805408
2009-05-12,84.055092,13.743922,15.352087,33.296993,16.590270999999998,9.810671000000001,9.604614999999999
2009-05-13,82.696503,13.939910999999999,14.802626,32.475342,16.310451999999998,9.501451,9.194662
2009-05-14,81.717972,14.323728,14.835431,32.971584,16.662481,9.726338,9.253229
2009-05-15,81.976768,14.397229999999999,14.696017000000001,33.126156,16.626375,9.909058,8.960403
2009-05-18,84.572647,14.617719000000001,15.352087,34.159328,17.077686,10.281527,9.303424
2009-05-19,85.324738,14.764710000000001,15.4833,34.444057,17.122822,10.69616,9.311791
2009-05-20,84.144035,15.026034,15.253677,34.631145000000004,17.095741,10.661022,9.177927
2009-05-21,83.149361,14.666714,14.843632999999999,33.915257000000004,16.761770000000002,10.499386,8.90184
2009-05-22,82.397255,15.1077,14.679613,33.606125,16.833976999999997,10.302609,8.926938
2009-05-26,84.92848199999999,15.516010000000001,15.163464999999999,35.216877000000004,17.213079,10.457219,9.144464
2009-05-27,83.238327,15.499679,14.942038,34.653347,17.140869,10.541552000000001,9.269959
2009-05-28,84.661598,15.736501,15.179867000000002,35.078037,17.339447,10.815632,9.45402
2009-05-29,85.94742600000001,15.842667,15.171666,35.600739000000004,17.682451,10.752383,9.420556
2009-06-01,87.637566,16.626635,15.991753,36.262283000000004,17.980316000000002,11.363792,10.089864
2009-06-02,86.392204,16.406141,16.081968,35.862087,18.368443,11.349736,9.713378
2009-06-03,86.11725600000001,16.373476,15.876945000000001,35.592566999999995,18.359423,10.752383,9.520952000000001
2009-06-04,85.98783900000001,16.39798,16.131176,36.989155,18.603127999999998,10.780493,9.654812
2009-06-05,86.72375500000001,16.071325,16.295191,37.078990999999995,18.693392000000003,10.69616,9.186295
2009-06-08,86.925911,16.144823000000002,16.295191,37.054489000000004,18.837801000000002,10.752383,9.085898
2009-06-09,87.45156899999999,17.165613,16.467402,37.593525,18.946127,11.138906,9.228129
2009-06-10,87.621399,17.11661,16.3608,37.626194,18.720467000000003,11.18107,9.136094
2009-06-11,88.470528,17.018618,16.483814000000002,37.552692,18.900991,11.216211,9.328524
2009-06-12,87.508202,16.977785,16.327997,37.609863,18.819765,11.019435000000001,9.395457
2009-06-15,87.03106700000001,17.255442000000002,15.876945000000001,36.188778000000006,18.251102,10.513441,9.286692
2009-06-16,86.78846,16.928783,15.647319,35.486389,17.772710999999997,10.39397,9.119365
2009-06-17,86.529686,17.4841,15.745733,36.825802,17.998369,10.408026,9.152826
2009-06-18,85.98783900000001,17.418774,15.573506,36.980984,18.278179,10.415053,9.069166000000001
2009-06-19,85.63202700000001,17.688253,15.516103,37.569027,18.648252,10.309637,9.186295
2009-06-22,84.524109,17.124781,15.097857000000001,36.262283000000004,18.02545,9.895002,8.784709
2009-06-23,84.459435,16.830791,15.229073000000001,36.335789,17.935184,10.162055,8.876738000000001
2009-06-24,84.224915,17.132946,15.261876999999998,36.972815999999995,19.189835000000002,10.274498,9.035699000000001
2009-06-25,85.769508,17.435098999999997,15.606314999999999,37.846714,19.523802,10.323691,9.177927
2009-06-26,85.46219599999999,17.516756,15.507902,37.724216,19.171772,10.415053,9.127727
2009-06-29,85.583519,17.394266000000002,15.573506,37.642532,19.406464,10.548578,9.244861
2009-06-30,84.44326,17.394266000000002,15.29468,36.915653000000006,19.334255,10.246387,9.211394
2009-07-01,84.782898,17.639254,15.417694000000001,36.882988,19.623091,10.379914,9.311791
2009-07-02,82.267891,17.394266000000002,15.171666,36.490963,18.991260999999998,10.232332000000001,9.311791
2009-07-06,82.203194,17.475931,15.196270000000002,36.915653000000006,18.657282000000002,10.140972,9.412188
2009-07-07,81.022499,16.961451999999998,14.95844,35.674248,18.214998,9.993391,9.144464
2009-07-08,81.418777,16.675629,14.868232999999998,35.568069,18.567022,9.958252,8.968769
2009-07-09,82.55094100000001,16.691961,14.901038,35.16787,18.341362,10.035557,9.161194
2009-07-10,81.540062,16.700132,15.040448000000001,35.478226,18.494804000000002,9.96528,9.203028
2009-07-13,83.79630300000001,17.026779,15.229073000000001,36.188778000000006,18.748159,10.422080000000001,9.554419000000001
2009-07-14,83.497093,17.230938000000002,15.360294,36.466460999999995,18.666729,10.337748,9.738477
2009-07-15,86.707603,17.876085,16.245985,37.618034,19.462985999999997,11.019435000000001,10.299025
2009-07-16,89.473297,18.243568,16.500214,38.157063,19.580607999999998,9.459286,10.658779
2009-07-17,93.338814,18.790707,16.820045,38.712433000000004,19.671095,9.410092,10.600214999999999
2009-07-20,94.16370400000001,19.280689000000002,17.344908,38.410244,19.462985999999997,9.058705,10.700610000000001
2009-07-21,94.648888,18.83971,17.705742,39.186131,19.843014,9.002485,10.734074
2009-07-22,93.460136,19.035695999999998,17.590931,39.569988,19.680145,9.136012,11.085464
2009-07-23,94.665077,19.452182999999998,17.959969,38.712433000000004,20.087315,9.367925,11.286258
2009-07-24,95.134117,19.672674,17.943567,38.671593,20.204947,9.276565,11.035267
2009-07-27,95.12603,19.607342000000003,17.910769000000002,37.961040000000004,19.888251999999998,9.220344,11.135663000000001
2009-07-28,94.842995,19.754335,17.984576999999998,37.863045,20.123514,9.241427,11.194225999999999
2009-07-29,94.82680500000001,19.803562,17.812357000000002,37.773205,19.915405,9.136012,11.386655000000001
2009-07-30,95.312035,19.811756,18.025579,37.993725,20.033033,9.143038,11.403388
2009-07-31,95.36865999999999,19.729720999999998,18.050179999999997,37.740536,20.023977,9.374952,11.545617
2009-08-03,96.977913,19.992247,18.509435999999997,38.361256,20.177799,9.501451,11.721312
2009-08-04,96.719139,20.180923,18.402824,37.822216,19.806822,9.374952,11.662745
2009-08-05,95.805313,20.000446,18.181395000000002,37.413849,19.399651000000002,9.332787,11.487052
2009-08-06,95.366592,19.934820000000002,18.296209,37.242336,19.191534,9.29062,11.219327999999999
2009-08-07,96.950897,19.770744,18.1978,37.544525,19.390598,9.29062,11.311359
2009-08-10,96.439064,19.401577,17.74675,37.356685999999996,19.227726,9.283592,11.319723
2009-08-11,95.699715,19.393375,17.361307,37.078990999999995,19.254870999999998,9.192232,11.109632000000001
2009-08-12,96.91840400000001,19.590260999999998,17.574532,37.871204,19.79777,9.269537,11.479394000000001
2009-08-13,97.153992,20.131701,17.640137,38.042728000000004,19.89731,9.248455,11.739908999999999
2009-08-14,96.333435,19.655891,17.476116,37.675194,19.870161,9.157094,11.386953
2009-08-17,94.944122,19.147266000000002,17.000465,36.711472,19.363453,8.749489,11.025595
2009-08-18,95.569702,19.557446,17.230091,36.874825,19.526316,8.791655,11.235686999999999
2009-08-19,96.333435,19.672304,17.418715,37.340346999999994,19.707281,8.679211,11.176862
2009-08-20,96.642174,19.778942,17.951771,38.459263,19.852066,8.608933,11.311319000000001
2009-08-21,97.413986,20.131701,18.1978,38.622589000000005,20.005886,8.777598,11.546624000000001
2009-08-24,96.94277199999999,19.852777,18.09119,38.7206,20.1959,8.77057,11.328128999999999
2009-08-25,96.544685,20.000446,18.041981,38.377583,20.114462,8.868958000000001,11.134844000000001
2009-08-26,97.06462900000001,20.066071,17.984576999999998,38.959548999999996,20.087315,9.22737,11.193671
2009-08-27,97.032173,20.115294,17.943567,38.730042,20.051125,9.578756,11.168458
2009-08-28,96.049072,20.484459,18.041981,38.705448,20.051125,9.740394,11.151651
2009-08-31,95.91095,20.172718,17.713943,38.049706,19.79777,9.845809,11.076019
2009-09-01,94.806015,19.943018,17.361307,37.172638,19.852066,9.360897,10.865928
2009-09-02,94.31855,19.762532999999998,17.672939000000003,37.23003,19.698248,9.346843,10.899544
2009-09-03,94.513535,19.951220000000003,17.623737,36.902157,19.508226,9.775530999999999,11.050807
2009-09-04,95.43158000000001,20.394215,17.910769000000002,37.475937,19.879208,10.105834,11.302918
2009-09-08,95.187851,20.558289000000002,17.976377,37.721832,19.79777,10.408026,11.496201
2009-09-09,94.86288499999999,20.623919,18.230601999999998,37.885765,20.376869,10.562634,11.681080999999999
2009-09-10,95.602211,20.509066,18.870272,38.238228,20.594025,10.661022,11.462585
2009-09-11,95.91095,20.008648,18.935881,38.205452,20.684513,10.499386,11.35334
2009-09-14,96.585289,20.312182999999997,18.689856,37.89397,20.557829,10.618856,11.176862
2009-09-15,96.967178,20.369604000000002,18.845675,37.500519,20.503542000000003,10.935102,11.218883
2009-09-16,98.973938,19.795351,19.157304999999997,37.46772,20.023977,11.244322,11.252496
2009-09-17,99.022667,19.360557999999997,19.181906,36.902157,19.472038,11.040517,10.949964
2009-09-18,99.209541,19.737925,19.190110999999998,36.443127000000004,19.562517,11.033489999999999,10.949964
2009-09-21,98.770798,19.664095,19.378731,36.779198,19.517277,11.068629,10.639028999999999
2009-09-22,98.80330699999999,19.491817,19.198309,36.549686,19.372494,11.012407000000001,11.151651
2009-09-23,98.16147600000001,19.729720999999998,18.698057000000002,36.254597,19.119146,11.012407000000001,11.126441999999999
2009-09-24,98.258965,19.335953,18.575039,36.607067,19.155342,10.597773,10.941558
2009-09-25,98.372704,19.15547,18.550435999999998,36.639854,18.87484,10.576689,11.008788000000001
2009-09-28,96.950897,19.614874,19.362323999999997,37.680847,19.155342,10.710216,11.344934
2009-09-29,96.528419,19.319544,19.108101,37.295586,19.110101999999998,10.337748,11.160055999999999
2009-09-30,97.178383,19.434391,19.304928,36.869362,18.856745,10.274498,11.244092
2009-10-01,95.78907,18.581219,18.935881,35.000488,18.422424,9.895002,10.832311
2009-10-02,96.699043,18.449955,18.59144,33.967686,18.404329,9.796615,10.655837
2009-10-05,97.29214499999999,18.540202999999998,18.81287,34.377522,18.44957,9.944197,10.723067
2009-10-06,98.592072,18.950382,19.149105,34.934906,18.585297,10.133944,11.050807
2009-10-07,99.753914,18.720676,19.362323999999997,34.574238,18.612438,10.105834,10.933155000000001
2009-10-08,99.355797,18.482771,19.411533,33.975876,18.820555,10.119888000000001,10.991982
2009-10-09,102.313141,19.393375,19.706768,34.180794,18.811478,10.323691,11.109632000000001
2009-10-12,103.214973,19.524632,19.501739999999998,34.049652,18.793343,10.457219,11.445781
2009-10-13,103.198715,19.376967999999998,19.591951,33.844734,18.965673000000002,10.527495,11.294514999999999
2009-10-14,104.279297,19.376967999999998,19.993797,34.615231,19.219641,10.815632,11.521414
2009-10-15,103.97868299999999,19.073431,19.985595999999997,34.795559000000004,19.337547,9.613895,11.420569
2009-10-16,98.82766,18.66325,19.698567999999998,34.393913,19.781986,9.473339999999999,11.244092
2009-10-19,99.981369,19.294928,19.887188000000002,34.475883,20.335262,9.438203,11.378551
2009-10-20,99.786385,19.409784,19.772367000000003,33.861126,20.126654000000002,9.339815,11.319723
2009-10-21,98.20208000000001,18.868341,19.649364000000002,33.9431,19.981531,9.136012,11.025595
2009-10-22,99.680763,19.590260999999998,19.829781,33.6726,20.126654000000002,9.360897,11.118034
2009-10-23,97.78775,19.278517,19.821579,33.361115000000005,19.999670000000002,9.2344,10.882736
2009-10-26,97.584633,19.4426,19.436134,33.344719,19.945251000000003,9.157094,10.865928
2009-10-27,98.023354,19.524632,19.304928,33.607033,19.836407,9.150066,10.605413
2009-10-28,98.713943,19.326742000000003,18.878475,34.123416999999996,19.319414000000002,8.995459,10.395322
2009-10-29,99.82701899999999,19.722517,19.288523,34.648018,19.455465,9.255483,10.714661999999999
2009-10-30,97.990845,19.334997,18.706259,33.877518,19.138006,8.861931,10.252459
2009-11-02,97.950226,19.334997,18.862072,34.270953999999996,19.128937,8.960318,10.336496
2009-11-03,98.437729,19.35149,18.788265,34.607037,18.947538,9.002485,9.991946
2009-11-04,98.54332,19.433933,19.099899,34.098831,18.956602,9.100872,10.033967
2009-11-05,100.01387,19.936892,19.624760000000002,35.943108,19.337547,9.22737,10.420532000000001
2009-11-06,100.781006,19.821463,19.534548,35.9841,19.428247,9.283592,10.420532000000001
2009-11-09,102.829468,20.307928,19.673956,36.680832,19.800127,9.536589999999999,10.960983
2009-11-10,103.57210500000001,20.654228,19.395132,36.352965999999995,19.772923000000002,9.452258,10.977872
2009-11-11,103.80062099999999,20.885088,19.616554,36.607067,19.863619,9.634977000000001,11.188986
2009-11-12,103.041641,20.918076,19.190110999999998,36.762798,19.990606,9.459286,10.82587
2009-11-13,103.67004399999999,20.975788,19.444336,37.516911,20.262707000000002,9.592811,10.741424
2009-11-16,104.633064,21.396296,19.57555,37.303795,20.707148,9.677144,11.020095
2009-11-17,104.975815,21.33033,19.755972,37.697239,20.679932,9.613895,10.927204
2009-11-18,104.584068,21.231392,19.682159,37.287395000000004,20.679932,9.789587,10.859647
2009-11-19,104.08625,20.514051000000002,19.419731,36.959515,20.30806,9.564701,10.538757
2009-11-20,103.6129,20.398619,19.239317,36.96772,20.262707000000002,9.367925,10.369864999999999
2009-11-23,104.62487800000001,20.728428,19.600151,37.477844,20.498531,9.438203,10.471198
2009-11-24,104.404533,20.843864,19.468941,37.486065,20.081305,9.374952,10.428978
2009-11-25,103.874062,20.959301,19.468941,37.387333,20.498531,9.508479,10.496532
2009-11-27,102.584595,20.819129999999998,19.173707999999998,37.017082,20.035954,9.283592,10.378313
2009-11-30,103.115051,20.85211,19.190110999999998,37.025314,20.026884,9.31873,10.395203
2009-12-01,104.41268199999999,21.388046,19.616554,37.074688,20.353405,9.424146,10.884982
2009-12-02,103.816925,21.404545000000002,19.57555,37.074688,20.55295,9.093844,10.977872
2009-12-03,104.094391,21.800304,19.542749,36.720879,20.534805,8.960318,11.036983
2009-12-04,103.849564,22.138361,19.813374,37.15696,20.707148,8.925179,11.248095
2009-12-07,103.678207,21.948717000000002,19.854383,36.934814,20.389685,8.932207,11.188986
2009-12-08,103.482338,21.709612,19.526344,36.687969,19.872692,8.812736,11.248095
2009-12-09,104.77993000000001,21.429276,19.567352,36.836079,19.908974,8.840846,11.39165
2009-12-10,105.555229,21.388046,19.632957,37.486065,20.489454000000002,8.826791,11.239651
2009-12-11,105.832718,21.14069,19.493548999999998,36.943047,20.661801999999998,9.002485,11.298763000000001
2009-12-14,106.036736,21.421034,19.550949,36.753799,21.142509,9.065733999999999,11.450763
2009-12-15,104.86156499999998,20.975788,19.255714,36.926579,21.00646,8.946261999999999,11.425427
2009-12-16,105.041077,21.091215,19.23111,36.770245,20.970169,8.974374000000001,11.476097
2009-12-17,103.971977,20.678955,19.009689,36.457596,20.752489,8.728403,11.273431
2009-12-18,104.388214,20.992276999999998,19.132702,36.671509,22.076738,8.749489,11.501432000000001
2009-12-21,104.99209599999999,21.305601,19.386929000000002,37.362656,22.158365,8.707321,11.68721
2009-12-22,106.036736,21.14069,19.47714,37.716465,22.185574,8.875987,11.771656
2009-12-23,106.09388,20.876841,19.501739999999998,37.806961,22.430464,8.904098,11.780102000000001
2009-12-24,106.559036,21.297348,19.649364000000002,37.930389,22.630011,8.981401,11.822322999999999
2009-12-28,107.97906499999999,21.017019,19.747774,38.062019,22.648153,8.925179,11.704101
2009-12-29,107.60367600000001,20.918076,19.764175,38.382912,22.684437,8.953289999999999,11.602767
2009-12-30,108.191254,21.421034,19.829781,38.555695,22.61187,9.079789,11.872988000000001
2009-12-31,106.828369,21.486984,19.632957,38.062019,22.249071,9.030595,11.771656
2010-01-04,108.093323,21.445764999999998,20.248034,38.621517,22.539314,9.381981,12.075658
2010-01-05,106.787575,21.322088,20.157812,39.551272999999995,22.5121,9.311703999999999,11.982769000000001
2010-01-06,106.09388,21.165426,20.026604000000003,39.164551,22.185574,9.241427,11.957436
2010-01-07,105.726646,21.231392,20.116812,40.299999,22.113016000000002,9.360897,11.830769
2010-01-08,106.787575,21.717855,20.223423,40.703163,22.385113,9.367925,12.286769999999999
2010-01-11,105.66950200000001,21.437525,20.166012,40.555065,22.394182,9.269537,12.556997
2010-01-12,106.51008600000002,20.538794,19.846182000000002,39.896839,22.276276,9.079789,11.99121
2010-01-13,106.28157,20.62949,20.207027,40.069621999999995,22.493961,9.241427,12.050326
2010-01-14,107.97906499999999,20.373884,20.46125,39.798103000000005,23.030184,9.396036,12.117882
2010-01-15,107.54653200000001,20.200737,20.010199,39.929752,22.939301,9.311703999999999,11.59432
2010-01-19,109.47254199999999,20.382137,20.379246,40.579746,23.021091000000002,9.304675,11.796988
2010-01-20,106.29789699999999,20.241966,20.0184,39.781643,22.775705,9.136012,11.653432
2010-01-21,105.27775600000001,19.936892,19.665762,39.56773,22.566671,9.065733999999999,11.467654
2010-01-22,102.421387,19.054661,18.837467,38.48988,21.948652,8.939236,10.665426
2010-01-25,102.927376,19.532875,18.853872,38.596835999999996,21.839592,8.861931,10.673867
2010-01-26,102.625435,19.252542000000002,18.780066,38.580372,21.703262,8.911126,10.682313
2010-01-27,103.09877,19.400953,18.985085,38.835445,21.685093,9.079789,11.011648
2010-01-28,100.99320999999999,19.102606,18.468429999999998,33.306324,21.330633,9.824725,10.648537
2010-01-29,99.88329300000001,18.646797,18.427423,32.244934,20.95801,9.620922,10.285421000000001
2010-02-01,101.744011,19.102606,18.640648000000002,32.722149,21.103426000000002,9.859864,10.572535
2010-02-02,102.44586899999999,19.318081,18.878475,32.302528,21.5942,10.077722,10.564091000000001
2010-02-03,102.551979,19.226913,18.919481,32.60696,21.585115,10.091778999999999,10.369864999999999
2010-02-04,100.381111,18.721382000000002,18.993285999999998,31.405693,21.00345,9.656061,9.96453
2010-02-05,100.805511,19.03631,19.436134,31.298740000000002,21.403349,9.410092,10.327644
2010-02-08,99.91197199999999,19.144043,19.272116,30.862659000000004,21.012545000000003,9.26251,10.192530999999999
2010-02-09,101.002251,19.376087,19.591951,31.191771000000003,21.366995000000003,9.381981,10.260087
2010-02-10,100.674339,19.425816,19.485342000000003,30.796839000000002,21.00345,9.220344,10.327644
2010-02-11,101.428505,19.699306,19.624760000000002,31.274052,21.221577,9.199259,10.530312
2010-02-12,101.64986400000001,19.91478,19.485342000000003,31.956970000000002,21.276106,9.093844,10.530312
2010-02-16,102.658165,20.544634,19.682159,32.105076000000004,21.639645,9.311703999999999,10.935647
2010-02-17,103.55989100000001,20.478320999999998,19.739570999999998,32.442417,21.975920000000002,9.35387,10.969428
2010-02-18,104.77310899999999,20.577772,19.911783,32.755066,22.284927,9.44523,10.707645
2010-02-19,104.264877,20.726948,19.977394,32.574047,22.103158999999998,9.396036,10.555646000000001
2010-02-22,103.986168,20.4949,19.928188000000002,32.096844,22.548492,9.473339999999999,10.564131
2010-02-23,103.66643499999999,20.138538,19.723167,31.710125,22.248573,9.31873,10.190782
2010-02-24,104.592781,20.511475,19.960993,31.296910999999998,22.512135999999998,9.360897,10.411398
2010-02-25,104.166519,20.320866,19.952791,30.726671000000003,22.603023999999998,9.283592,10.36897
2010-02-26,104.24029499999999,20.20484,19.952791,30.313456,22.403078,9.466313000000001,10.385942
2010-03-01,105.396126,20.412025,20.174221,29.387863,22.484875,9.332787,10.606558
2010-03-02,104.4534,20.287717999999998,20.182419,31.3465,22.339457,9.494425,10.538675
2010-03-03,104.010757,20.221415,20.371038000000002,31.974586,22.266747,9.740394,10.513223
2010-03-04,103.879601,20.445180999999998,20.46125,32.437386,22.503044,9.684172,10.40291
2010-03-05,104.314041,20.693804,20.674471,32.032433000000005,22.675732,9.93014,10.428366
2010-03-08,103.625465,20.461754,21.428953,32.057235999999996,22.448517000000002,9.958252,10.487762
